test_season,n_test,wicket_base,wicket_state,wicket_state_id,runs_base,runs_state,runs_state_id,identity_helps_wicket,identity_helps_runs,wkt_incr,wkt_lo,wkt_hi,runs_incr,runs_lo,runs_hi
2021,14437,0.2622274937780517,0.2615795888157709,0.26176095302147384,1.7335989316067446,1.7097493656770755,1.717128910050556,0,0,-0.00018136420570291634,-0.0011676332497166388,0.0008181202581686308,-0.00737954437348054,-0.012558494479491755,-0.0021060796824882723
2022,25545,0.2703130168307324,0.26955707314964605,0.2719587744158867,1.7301042580362014,1.700647657772594,1.71181373832874,0,0,-0.002401701266240619,-0.004808745384941073,-0.00024092176546733807,-0.011166080556145985,-0.015235871784853822,-0.0071046690485831844
2023,20373,0.2759020512484949,0.27473480472896966,0.275578066574341,1.71060075292944,1.6792737109805893,1.6923322422546607,0,0,-0.0008432618453713125,-0.0015126469640064269,-0.00011228335109130319,-0.013058531274071417,-0.018334535692767884,-0.008211526438775412
2024,28969,0.2761038763658112,0.2744566221718159,0.2750052253521176,1.7218240405999026,1.683659157893705,1.6886053227020386,0,0,-0.0005486031803016989,-0.0011671658674179102,0.00011244767201056964,-0.004946164808333542,-0.008026258262121421,-0.0012353309354390064
2025,28202,0.28013900746759535,0.2781431462074402,0.2788681509310486,1.7294541215798114,1.6996456480843465,1.7075513255014254,0,0,-0.0007250047236084245,-0.0013308843510962149,-7.32719526906723e-05,-0.007905677417078927,-0.011846062725522993,-0.004271514301611368
2026,22883,0.27484118906910027,0.2738297181853104,0.2741637678882162,1.728349846892752,1.6874825098451447,1.6923996107877735,0,0,-0.00033404970290584757,-0.0012735873076156381,0.0005705667542734229,-0.00491710094262876,-0.008485301597178085,-0.001346029675576405
