encoding,wicket_logloss_M_SBW,wicket_logloss_M_S,runs_rmse_M_SBW,runs_rmse_M_S,shap_B_wicket,shap_W_wicket,shap_S_wicket,shap_B_runs,shap_W_runs,shap_S_runs,incr_wkt_incr,incr_wkt_lo,incr_wkt_hi,incr_runs_incr,incr_runs_lo,incr_runs_hi
real,0.2741637678882162,0.2738297181853104,1.6923996107877735,1.6874825098451447,0.6384856690499794,0.10258065185467115,0.25893367909534953,0.505132107437611,0.18358125653595903,0.3112866360264299,-0.00033404970290584757,-0.0012735873076156381,0.0005705667542734229,-0.00491710094262876,-0.008485301597178085,-0.001346029675576405
placebo,0.27374676724470076,0.2738297181853104,1.687233010637868,1.6874825098451447,0.06925618337468885,0.10182652173164379,0.8289172948936674,0.07523958672784727,0.04616833859547171,0.878592074676681,8.295094060961627e-05,-0.0003840401690937328,0.0005411164427230414,0.0002494992072767932,-0.0005875357466922026,0.001119485237011735
