identity_share_wicket,identity_share_runs,asymmetry_runs_minus_wicket,skill_state_wicket,skill_id_wicket,skill_state_runs,skill_id_runs
-0.493119660755085,-0.13677520582257902,0.356344454932506,0.001011470883789889,-0.00033404970290584757,0.040867337047607366,-0.00491710094262876
